step,x0,y0,x1,y1,x2,y2
84,nan,nan,-inf,inf,nan,nan
85,nan,nan,-inf,inf,nan,nan
86,nan,nan,-inf,inf,nan,nan
87,nan,nan,-inf,inf,nan,nan
88,nan,nan,-inf,inf,nan,nan
89,nan,nan,-inf,inf,nan,nan
90,nan,nan,-inf,inf,nan,nan
91,nan,nan,-inf,inf,nan,nan
92,nan,nan,-inf,inf,nan,nan
93,nan,nan,-inf,inf,nan,nan
94,nan,nan,-inf,inf,nan,nan
95,nan,nan,-inf,inf,nan,nan
96,nan,nan,-inf,inf,nan,nan
97,nan,nan,-inf,inf,nan,nan
98,nan,nan,-inf,inf,nan,nan
99,nan,nan,-inf,inf,nan,nan
100,nan,nan,-inf,inf,nan,nan
101,nan,nan,-inf,inf,nan,nan
102,nan,nan,-inf,inf,nan,nan
103,nan,nan,-inf,inf,nan,nan
104,nan,nan,-inf,inf,nan,nan
105,nan,nan,-inf,inf,nan,nan
106,nan,nan,-inf,inf,nan,nan
107,nan,nan,-inf,inf,nan,nan
108,nan,nan,-inf,inf,nan,nan
109,nan,nan,-inf,inf,nan,nan
110,nan,nan,-inf,inf,nan,nan
111,nan,nan,-inf,inf,nan,nan
112,nan,nan,-inf,inf,nan,nan
113,nan,nan,-inf,inf,nan,nan
114,nan,nan,-inf,inf,nan,nan
115,nan,nan,-inf,inf,nan,nan
116,nan,nan,-inf,inf,nan,nan
117,nan,nan,-inf,inf,nan,nan
118,nan,nan,-inf,inf,nan,nan
119,nan,nan,-inf,inf,nan,nan
120,nan,nan,-inf,inf,nan,nan
121,nan,nan,-inf,inf,nan,nan
122,nan,nan,-inf,inf,nan,nan
123,nan,nan,-inf,inf,nan,nan
124,nan,nan,-inf,inf,nan,nan
125,nan,nan,-inf,inf,nan,nan
126,nan,nan,-inf,inf,nan,nan
127,nan,nan,-inf,inf,nan,nan
128,nan,nan,-inf,inf,nan,nan
129,nan,nan,-inf,inf,nan,nan
130,nan,nan,-inf,inf,nan,nan
131,nan,nan,-inf,inf,nan,nan
132,nan,nan,-inf,inf,nan,nan
133,nan,nan,-inf,inf,nan,nan
134,nan,nan,-inf,inf,nan,nan
135,nan,nan,-inf,inf,nan,nan
136,nan,nan,-inf,inf,nan,nan
137,nan,nan,-inf,inf,nan,nan
138,nan,nan,-inf,inf,nan,nan
139,nan,nan,-inf,inf,nan,nan
140,nan,nan,-inf,inf,nan,nan
141,nan,nan,-inf,inf,nan,nan
142,nan,nan,-inf,inf,nan,nan
143,nan,nan,-inf,inf,nan,nan
144,nan,nan,-inf,inf,nan,nan
145,nan,nan,-inf,inf,nan,nan
146,nan,nan,-inf,inf,nan,nan
147,nan,nan,-inf,inf,nan,nan
148,nan,nan,-inf,inf,nan,nan
149,nan,nan,-inf,inf,nan,nan
150,nan,nan,-inf,inf,nan,nan
151,nan,nan,-inf,inf,nan,nan
152,nan,nan,-inf,inf,nan,nan
153,nan,nan,-inf,inf,nan,nan
154,nan,nan,-inf,inf,nan,nan
155,nan,nan,-inf,inf,nan,nan
156,nan,nan,-inf,inf,nan,nan
157,nan,nan,-inf,inf,nan,nan
158,nan,nan,-inf,inf,nan,nan
159,nan,nan,-inf,inf,nan,nan
160,nan,nan,-inf,inf,nan,nan
161,nan,nan,-inf,inf,nan,nan
162,nan,nan,-inf,inf,nan,nan
163,nan,nan,-inf,inf,nan,nan
164,nan,nan,-inf,inf,nan,nan
165,nan,nan,-inf,inf,nan,nan
166,nan,nan,-inf,inf,nan,nan
167,nan,nan,-inf,inf,nan,nan
168,nan,nan,-inf,inf,nan,nan
169,nan,nan,-inf,inf,nan,nan
170,nan,nan,-inf,inf,nan,nan
171,nan,nan,-inf,inf,nan,nan
172,nan,nan,-inf,inf,nan,nan
173,nan,nan,-inf,inf,nan,nan
174,nan,nan,-inf,inf,nan,nan
175,nan,nan,-inf,inf,nan,nan
176,nan,nan,-inf,inf,nan,nan
177,nan,nan,-inf,inf,nan,nan
178,nan,nan,-inf,inf,nan,nan
179,nan,nan,-inf,inf,nan,nan
180,nan,nan,-inf,inf,nan,nan
181,nan,nan,-inf,inf,nan,nan
182,nan,nan,-inf,inf,nan,nan
183,nan,nan,-inf,inf,nan,nan
184,nan,nan,-inf,inf,nan,nan
185,nan,nan,-inf,inf,nan,nan
186,nan,nan,-inf,inf,nan,nan
187,nan,nan,-inf,inf,nan,nan
188,nan,nan,-inf,inf,nan,nan
189,nan,nan,-inf,inf,nan,nan
190,nan,nan,-inf,inf,nan,nan
191,nan,nan,-inf,inf,nan,nan
192,nan,nan,-inf,inf,nan,nan
193,nan,nan,-inf,inf,nan,nan
194,nan,nan,-inf,inf,nan,nan
195,nan,nan,-inf,inf,nan,nan
196,nan,nan,-inf,inf,nan,nan
197,nan,nan,-inf,inf,nan,nan
198,nan,nan,-inf,inf,nan,nan
199,nan,nan,-inf,inf,nan,nan
200,nan,nan,-inf,inf,nan,nan
201,nan,nan,-inf,inf,nan,nan
202,nan,nan,-inf,inf,nan,nan
203,nan,nan,-inf,inf,nan,nan
204,nan,nan,-inf,inf,nan,nan
205,nan,nan,-inf,inf,nan,nan
206,nan,nan,-inf,inf,nan,nan
207,nan,nan,-inf,inf,nan,nan
208,nan,nan,-inf,inf,nan,nan
209,nan,nan,-inf,inf,nan,nan
210,nan,nan,-inf,inf,nan,nan
211,nan,nan,-inf,inf,nan,nan
212,nan,nan,-inf,inf,nan,nan
213,nan,nan,-inf,inf,nan,nan
214,nan,nan,-inf,inf,nan,nan
215,nan,nan,-inf,inf,nan,nan
216,nan,nan,-inf,inf,nan,nan
217,nan,nan,-inf,inf,nan,nan
218,nan,nan,-inf,inf,nan,nan
219,nan,nan,-inf,inf,nan,nan
220,nan,nan,-inf,inf,nan,nan
221,nan,nan,-inf,inf,nan,nan
222,nan,nan,-inf,inf,nan,nan
223,nan,nan,-inf,inf,nan,nan
224,nan,nan,-inf,inf,nan,nan
225,nan,nan,-inf,inf,nan,nan
226,nan,nan,-inf,inf,nan,nan
227,nan,nan,-inf,inf,nan,nan
228,nan,nan,-inf,inf,nan,nan
229,nan,nan,-inf,inf,nan,nan
230,nan,nan,-inf,inf,nan,nan
231,nan,nan,-inf,inf,nan,nan
232,nan,nan,-inf,inf,nan,nan
233,nan,nan,-inf,inf,nan,nan
234,nan,nan,-inf,inf,nan,nan
235,nan,nan,-inf,inf,nan,nan
236,nan,nan,-inf,inf,nan,nan
237,nan,nan,-inf,inf,nan,nan
238,nan,nan,-inf,inf,nan,nan
239,nan,nan,-inf,inf,nan,nan
240,nan,nan,-inf,inf,nan,nan
241,nan,nan,-inf,inf,nan,nan
242,nan,nan,-inf,inf,nan,nan
243,nan,nan,-inf,inf,nan,nan
244,nan,nan,-inf,inf,nan,nan
245,nan,nan,-inf,inf,nan,nan
246,nan,nan,-inf,inf,nan,nan
247,nan,nan,-inf,inf,nan,nan
248,nan,nan,-inf,inf,nan,nan
249,nan,nan,-inf,inf,nan,nan
250,nan,nan,-inf,inf,nan,nan
251,nan,nan,-inf,inf,nan,nan
252,nan,nan,-inf,inf,nan,nan
253,nan,nan,-inf,inf,nan,nan
254,nan,nan,-inf,inf,nan,nan
255,nan,nan,-inf,inf,nan,nan
256,nan,nan,-inf,inf,nan,nan
257,nan,nan,-inf,inf,nan,nan
258,nan,nan,-inf,inf,nan,nan
259,nan,nan,-inf,inf,nan,nan
260,nan,nan,-inf,inf,nan,nan
261,nan,nan,-inf,inf,nan,nan
262,nan,nan,-inf,inf,nan,nan
263,nan,nan,-inf,inf,nan,nan
264,nan,nan,-inf,inf,nan,nan
265,nan,nan,-inf,inf,nan,nan
266,nan,nan,-inf,inf,nan,nan
267,nan,nan,-inf,inf,nan,nan
268,nan,nan,-inf,inf,nan,nan
269,nan,nan,-inf,inf,nan,nan
270,nan,nan,-inf,inf,nan,nan
271,nan,nan,-inf,inf,nan,nan
272,nan,nan,-inf,inf,nan,nan
273,nan,nan,-inf,inf,nan,nan
274,nan,nan,-inf,inf,nan,nan
275,nan,nan,-inf,inf,nan,nan
276,nan,nan,-inf,inf,nan,nan
277,nan,nan,-inf,inf,nan,nan
278,nan,nan,-inf,inf,nan,nan
279,nan,nan,-inf,inf,nan,nan
280,nan,nan,-inf,inf,nan,nan
281,nan,nan,-inf,inf,nan,nan
282,nan,nan,-inf,inf,nan,nan
283,nan,nan,-inf,inf,nan,nan
284,nan,nan,-inf,inf,nan,nan
285,nan,nan,-inf,inf,nan,nan
286,nan,nan,-inf,inf,nan,nan
287,nan,nan,-inf,inf,nan,nan
288,nan,nan,-inf,inf,nan,nan
289,nan,nan,-inf,inf,nan,nan
290,nan,nan,-inf,inf,nan,nan
291,nan,nan,-inf,inf,nan,nan
292,nan,nan,-inf,inf,nan,nan
293,nan,nan,-inf,inf,nan,nan
294,nan,nan,-inf,inf,nan,nan
295,nan,nan,-inf,inf,nan,nan
296,nan,nan,-inf,inf,nan,nan
297,nan,nan,-inf,inf,nan,nan
298,nan,nan,-inf,inf,nan,nan
299,nan,nan,-inf,inf,nan,nan
300,nan,nan,-inf,inf,nan,nan
301,nan,nan,-inf,inf,nan,nan
302,nan,nan,-inf,inf,nan,nan
303,nan,nan,-inf,inf,nan,nan
304,nan,nan,-inf,inf,nan,nan
305,nan,nan,-inf,inf,nan,nan
306,nan,nan,-inf,inf,nan,nan
307,nan,nan,-inf,inf,nan,nan
308,nan,nan,-inf,inf,nan,nan
309,nan,nan,-inf,inf,nan,nan
310,nan,nan,-inf,inf,nan,nan
311,nan,nan,-inf,inf,nan,nan
312,nan,nan,-inf,inf,nan,nan
313,nan,nan,-inf,inf,nan,nan
314,nan,nan,-inf,inf,nan,nan
315,nan,nan,-inf,inf,nan,nan
316,nan,nan,-inf,inf,nan,nan
317,nan,nan,-inf,inf,nan,nan
318,nan,nan,-inf,inf,nan,nan
319,nan,nan,-inf,inf,nan,nan
320,nan,nan,-inf,inf,nan,nan
321,nan,nan,-inf,inf,nan,nan
322,nan,nan,-inf,inf,nan,nan
323,nan,nan,-inf,inf,nan,nan
324,nan,nan,-inf,inf,nan,nan
325,nan,nan,-inf,inf,nan,nan
326,nan,nan,-inf,inf,nan,nan
327,nan,nan,-inf,inf,nan,nan
328,nan,nan,-inf,inf,nan,nan
329,nan,nan,-inf,inf,nan,nan
330,nan,nan,-inf,inf,nan,nan
331,nan,nan,-inf,inf,nan,nan
332,nan,nan,-inf,inf,nan,nan
333,nan,nan,-inf,inf,nan,nan
334,nan,nan,-inf,inf,nan,nan
335,nan,nan,-inf,inf,nan,nan
336,nan,nan,-inf,inf,nan,nan
337,nan,nan,-inf,inf,nan,nan
338,nan,nan,-inf,inf,nan,nan
339,nan,nan,-inf,inf,nan,nan
340,nan,nan,-inf,inf,nan,nan
341,nan,nan,-inf,inf,nan,nan
342,nan,nan,-inf,inf,nan,nan
343,nan,nan,-inf,inf,nan,nan
344,nan,nan,-inf,inf,nan,nan
345,nan,nan,-inf,inf,nan,nan
346,nan,nan,-inf,inf,nan,nan
347,nan,nan,-inf,inf,nan,nan
348,nan,nan,-inf,inf,nan,nan
349,nan,nan,-inf,inf,nan,nan
350,nan,nan,-inf,inf,nan,nan
351,nan,nan,-inf,inf,nan,nan
352,nan,nan,-inf,inf,nan,nan
353,nan,nan,-inf,inf,nan,nan
354,nan,nan,-inf,inf,nan,nan
355,nan,nan,-inf,inf,nan,nan
356,nan,nan,-inf,inf,nan,nan
357,nan,nan,-inf,inf,nan,nan
358,nan,nan,-inf,inf,nan,nan
359,nan,nan,-inf,inf,nan,nan
360,nan,nan,-inf,inf,nan,nan
361,nan,nan,-inf,inf,nan,nan
362,nan,nan,-inf,inf,nan,nan
363,nan,nan,-inf,inf,nan,nan
364,nan,nan,-inf,inf,nan,nan
365,nan,nan,-inf,inf,nan,nan
366,nan,nan,-inf,inf,nan,nan
367,nan,nan,-inf,inf,nan,nan
368,nan,nan,-inf,inf,nan,nan
369,nan,nan,-inf,inf,nan,nan
370,nan,nan,-inf,inf,nan,nan
371,nan,nan,-inf,inf,nan,nan
372,nan,nan,-inf,inf,nan,nan
373,nan,nan,-inf,inf,nan,nan
374,nan,nan,-inf,inf,nan,nan
375,nan,nan,-inf,inf,nan,nan
376,nan,nan,-inf,inf,nan,nan
377,nan,nan,-inf,inf,nan,nan
378,nan,nan,-inf,inf,nan,nan
379,nan,nan,-inf,inf,nan,nan
380,nan,nan,-inf,inf,nan,nan
381,nan,nan,-inf,inf,nan,nan
382,nan,nan,-inf,inf,nan,nan
383,nan,nan,-inf,inf,nan,nan
384,nan,nan,-inf,inf,nan,nan
385,nan,nan,-inf,inf,nan,nan
386,nan,nan,-inf,inf,nan,nan
387,nan,nan,-inf,inf,nan,nan
388,nan,nan,-inf,inf,nan,nan
389,nan,nan,-inf,inf,nan,nan
390,nan,nan,-inf,inf,nan,nan
391,nan,nan,-inf,inf,nan,nan
392,nan,nan,-inf,inf,nan,nan
393,nan,nan,-inf,inf,nan,nan
394,nan,nan,-inf,inf,nan,nan
395,nan,nan,-inf,inf,nan,nan
396,nan,nan,-inf,inf,nan,nan
397,nan,nan,-inf,inf,nan,nan
398,nan,nan,-inf,inf,nan,nan
399,nan,nan,-inf,inf,nan,nan
400,nan,nan,-inf,inf,nan,nan
401,nan,nan,-inf,inf,nan,nan
402,nan,nan,-inf,inf,nan,nan
403,nan,nan,-inf,inf,nan,nan
404,nan,nan,-inf,inf,nan,nan
405,nan,nan,-inf,inf,nan,nan
406,nan,nan,-inf,inf,nan,nan
407,nan,nan,-inf,inf,nan,nan
408,nan,nan,-inf,inf,nan,nan
409,nan,nan,-inf,inf,nan,nan
410,nan,nan,-inf,inf,nan,nan
411,nan,nan,-inf,inf,nan,nan
412,nan,nan,-inf,inf,nan,nan
413,nan,nan,-inf,inf,nan,nan
414,nan,nan,-inf,inf,nan,nan
415,nan,nan,-inf,inf,nan,nan
416,nan,nan,-inf,inf,nan,nan
417,nan,nan,-inf,inf,nan,nan
418,nan,nan,-inf,inf,nan,nan
419,nan,nan,-inf,inf,nan,nan
420,nan,nan,-inf,inf,nan,nan
421,nan,nan,-inf,inf,nan,nan
422,nan,nan,-inf,inf,nan,nan
423,nan,nan,-inf,inf,nan,nan
424,nan,nan,-inf,inf,nan,nan
425,nan,nan,-inf,inf,nan,nan
426,nan,nan,-inf,inf,nan,nan
427,nan,nan,-inf,inf,nan,nan
428,nan,nan,-inf,inf,nan,nan
429,nan,nan,-inf,inf,nan,nan
430,nan,nan,-inf,inf,nan,nan
431,nan,nan,-inf,inf,nan,nan
432,nan,nan,-inf,inf,nan,nan
433,nan,nan,-inf,inf,nan,nan
434,nan,nan,-inf,inf,nan,nan
435,nan,nan,-inf,inf,nan,nan
436,nan,nan,-inf,inf,nan,nan
437,nan,nan,-inf,inf,nan,nan
438,nan,nan,-inf,inf,nan,nan
439,nan,nan,-inf,inf,nan,nan
440,nan,nan,-inf,inf,nan,nan
441,nan,nan,-inf,inf,nan,nan
442,nan,nan,-inf,inf,nan,nan
443,nan,nan,-inf,inf,nan,nan
444,nan,nan,-inf,inf,nan,nan
445,nan,nan,-inf,inf,nan,nan
446,nan,nan,-inf,inf,nan,nan
447,nan,nan,-inf,inf,nan,nan
448,nan,nan,-inf,inf,nan,nan
449,nan,nan,-inf,inf,nan,nan
450,nan,nan,-inf,inf,nan,nan
451,nan,nan,-inf,inf,nan,nan
452,nan,nan,-inf,inf,nan,nan
453,nan,nan,-inf,inf,nan,nan
454,nan,nan,-inf,inf,nan,nan
455,nan,nan,-inf,inf,nan,nan
456,nan,nan,-inf,inf,nan,nan
457,nan,nan,-inf,inf,nan,nan
458,nan,nan,-inf,inf,nan,nan
459,nan,nan,-inf,inf,nan,nan
460,nan,nan,-inf,inf,nan,nan
461,nan,nan,-inf,inf,nan,nan
462,nan,nan,-inf,inf,nan,nan
463,nan,nan,-inf,inf,nan,nan
464,nan,nan,-inf,inf,nan,nan
465,nan,nan,-inf,inf,nan,nan
466,nan,nan,-inf,inf,nan,nan
467,nan,nan,-inf,inf,nan,nan
468,nan,nan,-inf,inf,nan,nan
469,nan,nan,-inf,inf,nan,nan
470,nan,nan,-inf,inf,nan,nan
471,nan,nan,-inf,inf,nan,nan
472,nan,nan,-inf,inf,nan,nan
473,nan,nan,-inf,inf,nan,nan
474,nan,nan,-inf,inf,nan,nan
475,nan,nan,-inf,inf,nan,nan
476,nan,nan,-inf,inf,nan,nan
477,nan,nan,-inf,inf,nan,nan
478,nan,nan,-inf,inf,nan,nan
479,nan,nan,-inf,inf,nan,nan
480,nan,nan,-inf,inf,nan,nan
481,nan,nan,-inf,inf,nan,nan
482,nan,nan,-inf,inf,nan,nan
483,nan,nan,-inf,inf,nan,nan
484,nan,nan,-inf,inf,nan,nan
485,nan,nan,-inf,inf,nan,nan
486,nan,nan,-inf,inf,nan,nan
487,nan,nan,-inf,inf,nan,nan
488,nan,nan,-inf,inf,nan,nan
489,nan,nan,-inf,inf,nan,nan
490,nan,nan,-inf,inf,nan,nan
491,nan,nan,-inf,inf,nan,nan
492,nan,nan,-inf,inf,nan,nan
493,nan,nan,-inf,inf,nan,nan
494,nan,nan,-inf,inf,nan,nan
495,nan,nan,-inf,inf,nan,nan
496,nan,nan,-inf,inf,nan,nan
497,nan,nan,-inf,inf,nan,nan
498,nan,nan,-inf,inf,nan,nan
499,nan,nan,-inf,inf,nan,nan
500,nan,nan,-inf,inf,nan,nan
501,nan,nan,-inf,inf,nan,nan
502,nan,nan,-inf,inf,nan,nan
503,nan,nan,-inf,inf,nan,nan
504,nan,nan,-inf,inf,nan,nan
505,nan,nan,-inf,inf,nan,nan
506,nan,nan,-inf,inf,nan,nan
507,nan,nan,-inf,inf,nan,nan
508,nan,nan,-inf,inf,nan,nan
509,nan,nan,-inf,inf,nan,nan
510,nan,nan,-inf,inf,nan,nan
511,nan,nan,-inf,inf,nan,nan
512,nan,nan,-inf,inf,nan,nan
513,nan,nan,-inf,inf,nan,nan
514,nan,nan,-inf,inf,nan,nan
515,nan,nan,-inf,inf,nan,nan
516,nan,nan,-inf,inf,nan,nan
517,nan,nan,-inf,inf,nan,nan
518,nan,nan,-inf,inf,nan,nan
519,nan,nan,-inf,inf,nan,nan
520,nan,nan,-inf,inf,nan,nan
521,nan,nan,-inf,inf,nan,nan
522,nan,nan,-inf,inf,nan,nan
523,nan,nan,-inf,inf,nan,nan
524,nan,nan,-inf,inf,nan,nan
525,nan,nan,-inf,inf,nan,nan
526,nan,nan,-inf,inf,nan,nan
527,nan,nan,-inf,inf,nan,nan
528,nan,nan,-inf,inf,nan,nan
529,nan,nan,-inf,inf,nan,nan
530,nan,nan,-inf,inf,nan,nan
531,nan,nan,-inf,inf,nan,nan
532,nan,nan,-inf,inf,nan,nan
533,nan,nan,-inf,inf,nan,nan
534,nan,nan,-inf,inf,nan,nan
535,nan,nan,-inf,inf,nan,nan
536,nan,nan,-inf,inf,nan,nan
537,nan,nan,-inf,inf,nan,nan
538,nan,nan,-inf,inf,nan,nan
539,nan,nan,-inf,inf,nan,nan
540,nan,nan,-inf,inf,nan,nan
541,nan,nan,-inf,inf,nan,nan
542,nan,nan,-inf,inf,nan,nan
543,nan,nan,-inf,inf,nan,nan
544,nan,nan,-inf,inf,nan,nan
545,nan,nan,-inf,inf,nan,nan
546,nan,nan,-inf,inf,nan,nan
547,nan,nan,-inf,inf,nan,nan
548,nan,nan,-inf,inf,nan,nan
549,nan,nan,-inf,inf,nan,nan
550,nan,nan,-inf,inf,nan,nan
551,nan,nan,-inf,inf,nan,nan
552,nan,nan,-inf,inf,nan,nan
553,nan,nan,-inf,inf,nan,nan
554,nan,nan,-inf,inf,nan,nan
555,nan,nan,-inf,inf,nan,nan
556,nan,nan,-inf,inf,nan,nan
557,nan,nan,-inf,inf,nan,nan
558,nan,nan,-inf,inf,nan,nan
559,nan,nan,-inf,inf,nan,nan
560,nan,nan,-inf,inf,nan,nan
561,nan,nan,-inf,inf,nan,nan
562,nan,nan,-inf,inf,nan,nan
563,nan,nan,-inf,inf,nan,nan
564,nan,nan,-inf,inf,nan,nan
565,nan,nan,-inf,inf,nan,nan
566,nan,nan,-inf,inf,nan,nan
567,nan,nan,-inf,inf,nan,nan
568,nan,nan,-inf,inf,nan,nan
569,nan,nan,-inf,inf,nan,nan
570,nan,nan,-inf,inf,nan,nan
571,nan,nan,-inf,inf,nan,nan
572,nan,nan,-inf,inf,nan,nan
573,nan,nan,-inf,inf,nan,nan
574,nan,nan,-inf,inf,nan,nan
575,nan,nan,-inf,inf,nan,nan
576,nan,nan,-inf,inf,nan,nan
577,nan,nan,-inf,inf,nan,nan
578,nan,nan,-inf,inf,nan,nan
579,nan,nan,-inf,inf,nan,nan
580,nan,nan,-inf,inf,nan,nan
581,nan,nan,-inf,inf,nan,nan
582,nan,nan,-inf,inf,nan,nan
583,nan,nan,-inf,inf,nan,nan
584,nan,nan,-inf,inf,nan,nan
585,nan,nan,-inf,inf,nan,nan
586,nan,nan,-inf,inf,nan,nan
587,nan,nan,-inf,inf,nan,nan
588,nan,nan,-inf,inf,nan,nan
589,nan,nan,-inf,inf,nan,nan
590,nan,nan,-inf,inf,nan,nan
591,nan,nan,-inf,inf,nan,nan
592,nan,nan,-inf,inf,nan,nan
593,nan,nan,-inf,inf,nan,nan
594,nan,nan,-inf,inf,nan,nan
595,nan,nan,-inf,inf,nan,nan
596,nan,nan,-inf,inf,nan,nan
597,nan,nan,-inf,inf,nan,nan
598,nan,nan,-inf,inf,nan,nan
599,nan,nan,-inf,inf,nan,nan
600,nan,nan,-inf,inf,nan,nan
601,nan,nan,-inf,inf,nan,nan
602,nan,nan,-inf,inf,nan,nan
603,nan,nan,-inf,inf,nan,nan
604,nan,nan,-inf,inf,nan,nan
605,nan,nan,-inf,inf,nan,nan
606,nan,nan,-inf,inf,nan,nan
607,nan,nan,-inf,inf,nan,nan
608,nan,nan,-inf,inf,nan,nan
609,nan,nan,-inf,inf,nan,nan
610,nan,nan,-inf,inf,nan,nan
611,nan,nan,-inf,inf,nan,nan
612,nan,nan,-inf,inf,nan,nan
613,nan,nan,-inf,inf,nan,nan
614,nan,nan,-inf,inf,nan,nan
615,nan,nan,-inf,inf,nan,nan
616,nan,nan,-inf,inf,nan,nan
617,nan,nan,-inf,inf,nan,nan
618,nan,nan,-inf,inf,nan,nan
619,nan,nan,-inf,inf,nan,nan
620,nan,nan,-inf,inf,nan,nan
621,nan,nan,-inf,inf,nan,nan
622,nan,nan,-inf,inf,nan,nan
623,nan,nan,-inf,inf,nan,nan
624,nan,nan,-inf,inf,nan,nan
625,nan,nan,-inf,inf,nan,nan
626,nan,nan,-inf,inf,nan,nan
627,nan,nan,-inf,inf,nan,nan
628,nan,nan,-inf,inf,nan,nan
629,nan,nan,-inf,inf,nan,nan
630,nan,nan,-inf,inf,nan,nan
631,nan,nan,-inf,inf,nan,nan
632,nan,nan,-inf,inf,nan,nan
633,nan,nan,-inf,inf,nan,nan
634,nan,nan,-inf,inf,nan,nan
635,nan,nan,-inf,inf,nan,nan
636,nan,nan,-inf,inf,nan,nan
637,nan,nan,-inf,inf,nan,nan
638,nan,nan,-inf,inf,nan,nan
639,nan,nan,-inf,inf,nan,nan
640,nan,nan,-inf,inf,nan,nan
641,nan,nan,-inf,inf,nan,nan
642,nan,nan,-inf,inf,nan,nan
643,nan,nan,-inf,inf,nan,nan
644,nan,nan,-inf,inf,nan,nan
645,nan,nan,-inf,inf,nan,nan
646,nan,nan,-inf,inf,nan,nan
647,nan,nan,-inf,inf,nan,nan
648,nan,nan,-inf,inf,nan,nan
649,nan,nan,-inf,inf,nan,nan
650,nan,nan,-inf,inf,nan,nan
651,nan,nan,-inf,inf,nan,nan
652,nan,nan,-inf,inf,nan,nan
